deferred_dish_name,source_file,reason,reference_count,recommended_future_action
Chana paneer salad,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chana quinoa bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chana salad,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chana salad roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chapati chips,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chapati roll,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chapati upma,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Cheese dosa,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Cheese toast,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chettinad chicken,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken bamboo shoot,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken biryani order,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken clear soup,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken curry rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken curry roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken dalia,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken fry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken keema rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken korma home,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken masala roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken momos,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken noodles,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken pakora,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken pasta,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken puff,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken pulao,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken pulao cooker,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken rice bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken roast,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken salad bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken salad mini,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken soup if eaten,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken soup salad,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken stew appam,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
